id,title,topic,angle,hook,caption,thumbnail_text,status,batch_id,created_at,published_at,video_file,script_file,voice_file
1,전세의 함정,부동산 공부 ,전세 보증금 반환 리스크,전세가 무조건 이득이라고? ,,,rendered,B20260311_1437,2026-03-11 14:37,,04-video/output/001_전세의 함정.mp4,02-scripts/output/001_전세의 함정.json,03-voice/output/001_전세의 함정.mp3
